,IT0004056880,IT0005211237,IT0003242622,IT0001233417,IT0000072170,IT0003492391,IT0001250932,IT0003153415,IT0000066123,IT0001157020,FR0010451203,FR0013176526,FR0011950732,FR0010220475,FR0000130692,FR0000044448,FR0014008VX5,FR0000121204,FR0000184798,FR0013214145,NL0015001W49,FR0000064578,FR0010112524,FR0011981968,FR001400PVN6,FR0000121964,FR0000130395,FR0010722819,FR0011675362,FR0000127771,FR001400J770,FR0013280286,FR0000035081,FR0000121709,FR0004056851,FR0000121147,Total
2024-11-16,0.0,0.71,0.0,0.0,0.0,1.54,0.61,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
2024-11-15,0.0,0.71,0.0,0.0,0.0,1.54,0.61,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
2024-11-14,0.0,0.71,0.0,0.0,0.0,1.54,0.61,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
2024-11-13,0.0,0.71,0.0,0.0,0.0,1.4,0.61,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36
2024-11-12,0.0,0.71,0.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13
2024-11-11,0.0,0.71,0.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99
2024-11-10,0.0,0.71,0.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92
2024-11-09,0.0,0.71,0.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92
2024-11-08,0.0,0.71,0.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92
2024-11-07,0.0,0.71,0.0,0.0,0.0,1.4,0.5,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79
2024-11-06,0.0,0.63,0.0,0.0,0.0,1.36,0.5,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.670000000000001
2024-11-05,0.0,0.5,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44
2024-11-04,0.0,0.5,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44
2024-11-03,0.0,0.5,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48
2024-11-02,0.0,0.5,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48
2024-11-01,0.0,0.5,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48
2024-10-31,0.0,0.5,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48
2024-10-30,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98
2024-10-29,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98
2024-10-28,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98
2024-10-27,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02
2024-10-26,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02
2024-10-25,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02
2024-10-24,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2699999999999996
2024-10-23,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38
2024-10-22,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38
2024-10-21,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.43,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8099999999999996
2024-10-20,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.43,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8099999999999996
2024-10-19,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.43,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8099999999999996
2024-10-18,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.43,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8099999999999996
2024-10-17,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.43,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84
2024-10-16,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.53,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87
2024-10-15,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.64,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92
2024-10-14,0.0,0.0,0.0,0.49,0.0,1.4,0.0,0.0,0.0,0.0,0.75,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3999999999999995
2024-10-13,0.0,0.0,0.0,0.49,0.0,1.4,0.0,0.0,0.0,0.0,0.75,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3999999999999995
2024-10-12,0.0,0.0,0.0,0.49,0.0,1.4,0.0,0.0,0.0,0.0,0.75,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3999999999999995
2024-10-11,0.0,0.0,0.0,0.49,0.0,1.4,0.0,0.0,0.0,0.0,0.75,1.23,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88
2024-10-10,0.0,0.0,0.0,0.49,0.0,1.4,0.0,0.0,0.0,0.0,0.8,1.14,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3100000000000005
2024-10-09,0.0,0.0,0.48,0.49,0.0,1.4,0.0,0.0,0.0,0.0,0.8,1.14,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.789999999999999
2024-10-08,0.0,0.0,0.48,0.49,0.0,1.39,0.0,0.0,0.0,0.0,0.8,1.14,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88
2024-10-07,0.0,0.0,0.48,0.49,0.0,1.39,0.0,0.0,0.0,0.0,0.74,1.14,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.819999999999999
2024-10-06,0.0,0.0,0.48,0.56,0.0,1.41,0.0,0.0,0.0,0.0,0.74,1.07,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.920000000000001
2024-10-05,0.0,0.0,0.48,0.56,0.0,1.41,0.0,0.0,0.0,0.0,0.74,1.07,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.920000000000001
2024-10-04,0.0,0.0,0.48,0.56,0.0,1.41,0.0,0.0,0.0,0.0,0.74,1.07,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.920000000000001
2024-10-03,0.0,0.0,0.48,0.56,0.0,1.31,0.0,0.0,0.0,0.0,0.74,1.07,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87
2024-10-02,0.0,0.0,0.48,0.56,0.0,1.31,0.0,0.0,0.0,0.0,0.74,1.07,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87
2024-10-01,0.0,0.0,0.5,0.56,0.0,1.31,0.0,0.0,0.0,0.0,0.74,1.07,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.890000000000001
2024-09-30,0.0,0.0,0.49,0.56,0.0,1.31,0.0,0.0,0.0,0.0,0.74,1.07,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.880000000000001
2024-09-29,0.0,0.0,0.49,0.56,0.0,1.2,0.0,0.0,0.0,0.0,0.74,1.12,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82
2024-09-28,0.0,0.0,0.49,0.56,0.0,1.2,0.0,0.0,0.0,0.0,0.74,1.12,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82
2024-09-27,0.0,0.0,0.49,0.56,0.0,1.2,0.0,0.0,0.0,0.0,0.74,1.12,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82
2024-09-26,0.0,0.0,0.5,0.6,0.0,1.2,0.0,0.0,0.0,0.0,0.74,1.27,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0200000000000005
2024-09-25,0.0,0.0,0.49,0.6,0.0,1.2,0.0,0.0,0.0,0.0,0.74,1.27,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.010000000000001
2024-09-24,0.0,0.0,0.5,0.6,0.0,1.2,0.0,0.0,0.0,0.0,0.74,1.27,0.0,0.0,0.0,0.71,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.220000000000001
2024-09-23,0.0,0.0,0.5,0.6,0.0,1.1,0.0,0.49,0.0,0.0,0.74,1.27,0.0,0.0,0.0,0.71,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.610000000000001
2024-09-22,0.0,0.0,0.0,0.52,0.0,1.1,0.0,0.49,0.0,0.0,0.74,1.27,0.0,0.0,0.0,0.71,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.030000000000001
2024-09-21,0.0,0.0,0.0,0.52,0.0,1.1,0.0,0.49,0.0,0.0,0.74,1.27,0.0,0.0,0.0,0.71,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.030000000000001
2024-09-20,0.0,0.0,0.0,0.52,0.0,1.1,0.0,0.49,0.0,0.0,0.74,1.27,0.0,0.0,0.0,0.71,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.510000000000002
2024-09-19,0.0,0.0,0.0,0.52,0.0,1.1,0.0,0.49,0.0,0.0,0.74,1.68,0.0,0.0,0.0,0.66,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.470000000000001
2024-09-18,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.49,0.0,0.0,0.88,1.68,0.0,0.0,0.0,0.66,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09
2024-09-17,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.49,0.0,0.0,0.88,1.77,0.0,0.0,0.0,0.66,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2700000000000005
2024-09-16,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.49,0.0,0.0,0.96,1.77,0.0,0.0,0.0,0.75,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36
2024-09-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.59,0.0,0.0,1.09,1.77,0.0,0.0,0.0,0.75,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.489999999999999
2024-09-14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.59,0.0,0.0,1.09,1.77,0.0,0.0,0.0,0.75,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.489999999999999
2024-09-13,0.0,0.0,0.0,0.0,0.0,1.0,0.49,0.59,0.0,0.0,1.09,1.77,0.0,0.0,0.0,0.75,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9799999999999995
2024-09-12,0.0,0.0,0.0,0.0,0.0,1.0,0.49,0.59,0.0,0.0,1.09,1.77,0.0,0.0,0.0,0.75,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.009999999999999
2024-09-11,0.0,0.0,0.0,0.0,0.0,1.0,0.49,0.59,0.0,0.0,1.09,1.77,0.0,0.0,0.0,0.75,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8999999999999995
2024-09-10,0.0,0.0,0.0,0.0,0.0,1.0,0.49,0.59,0.0,0.0,1.09,1.77,0.0,0.0,0.0,0.75,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8999999999999995
2024-09-09,0.0,0.0,0.0,0.0,0.0,1.0,0.49,0.59,0.0,0.0,1.09,1.89,0.0,0.0,0.0,0.75,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02
2024-09-08,0.0,0.0,0.0,0.0,0.0,1.0,0.49,0.59,0.0,0.0,1.12,1.89,0.0,0.0,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.879999999999999
2024-09-07,0.0,0.0,0.0,0.0,0.0,1.0,0.49,0.59,0.0,0.0,1.12,1.89,0.0,0.0,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.879999999999999
2024-09-06,0.0,0.0,0.0,0.0,0.0,1.0,0.49,0.59,0.0,0.0,1.12,1.89,0.0,0.0,0.0,0.68,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.879999999999999
2024-09-05,0.0,0.0,0.0,0.0,0.0,1.0,0.58,0.59,0.0,0.0,1.21,1.89,0.0,0.0,0.0,0.78,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06
2024-09-04,0.0,0.0,0.0,0.0,0.0,0.92,0.58,0.59,0.0,0.0,1.3,1.89,0.0,0.0,0.0,0.78,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.069999999999999
2024-09-03,0.0,0.0,0.0,0.0,0.0,0.92,0.58,0.59,0.0,0.0,1.22,1.89,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4799999999999995
2024-09-02,0.0,0.0,0.0,0.0,0.0,0.83,0.58,0.59,0.0,0.0,1.22,1.89,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6899999999999995
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.83,0.58,0.59,0.0,0.0,1.22,1.89,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6899999999999995
2024-08-31,0.0,0.0,0.0,0.0,0.0,0.83,0.58,0.59,0.0,0.0,1.22,1.89,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6899999999999995
2024-08-30,0.0,0.0,0.0,0.0,0.0,0.83,0.58,0.59,0.0,0.0,1.22,1.89,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6899999999999995
2024-08-29,0.0,0.0,0.0,0.0,0.0,0.7,0.58,0.59,0.0,0.0,1.19,1.89,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.279999999999999
2024-08-28,0.0,0.0,0.0,0.0,0.0,0.7,0.58,0.59,0.0,0.0,1.19,1.89,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18
2024-08-27,0.0,0.0,0.0,0.0,0.0,0.7,0.58,0.59,0.0,0.0,1.19,1.89,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.09
2024-08-26,0.0,0.0,0.0,0.0,0.0,0.7,0.58,0.59,0.0,0.0,1.19,1.89,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.09
2024-08-25,0.0,0.0,0.0,0.0,0.0,0.7,0.58,0.59,0.0,0.0,1.19,1.89,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56
2024-08-24,0.0,0.0,0.0,0.0,0.0,0.7,0.58,0.59,0.0,0.0,1.19,1.89,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56
2024-08-23,0.0,0.0,0.0,0.0,0.0,0.7,0.58,0.59,0.0,0.0,1.19,1.89,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56
2024-08-22,0.0,0.0,0.0,0.0,0.0,0.7,0.58,0.59,0.0,0.0,1.19,1.89,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.56
