,254900EGJIB7IR00B295,213800DTEB6NWEO6E777,549300GE4E8GIYNWBX20,5493007NNS3AR86BUB68,549300A7I33B1R3UGS67,549300SHI4D0QGWI8X45,549300RHSQCH106OWF77,213800RUT3C1PCHUQP60,-077-,5493003FS3JD468P6Z37,213800R9V4YAT2TH3762,549300G4GEZ3XA3HPV97,-085-,-066-,6BS8JLEICI3VGJ264L55,2138006AZELNYKR3A325,549300UZ0KD5HX862Y09,549300ARVD4LVNCUBN81,213800YQHG6V3VDDRN10,549300CNWH54BTXURM94,549300DCU7KOL83B3B08,549300XXZKX7UGH6E231,549300GHZ48Y72I6HZ24,549300GC5MDF1KXYMP06,MQILSVGGL6RJH5NDWP11,549300UV4DM2KIBBQ741,TNWE6LERP1CI9IDAZB80,549300A6QDHQKENHMS92,Total,Market_capitalization
2024-10-17,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.71,0.75,0.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0600000000000005,493090000.0
2024-10-16,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.71,0.75,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.81,493090000.0
2024-10-15,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.71,0.82,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.88,493090000.0
2024-10-14,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.71,0.71,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.77,493090000.0
2024-10-13,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.71,0.71,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.6499999999999995,493090000.0
2024-10-12,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.71,0.71,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.6499999999999995,493090000.0
2024-10-11,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.71,0.71,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.6499999999999995,493090000.0
2024-10-10,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.71,0.71,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.55,493090000.0
2024-10-09,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.71,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.24,493090000.0
2024-10-08,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.71,0.52,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.15,493090000.0
2024-10-07,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.71,0.48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.119999999999999,493090000.0
2024-10-06,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.71,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.04,493090000.0
2024-10-05,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.71,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.04,493090000.0
2024-10-04,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.71,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.04,493090000.0
2024-10-03,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.71,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5300000000000002,493090000.0
2024-10-02,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.71,0.49,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.96,493090000.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.6,0.49,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.3600000000000003,493090000.0
2024-09-30,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.6,0.49,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.3600000000000003,626340000.0
2024-09-29,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.6,0.49,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.3600000000000003,626340000.0
2024-09-28,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.6,0.49,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.3600000000000003,626340000.0
2024-09-27,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.6,0.49,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.3600000000000003,626340000.0
2024-09-26,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.6,0.49,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.34,626340000.0
2024-09-25,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.6,0.49,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.1900000000000004,626340000.0
2024-09-24,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.6,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7800000000000002,626340000.0
2024-09-23,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.6,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8000000000000003,626340000.0
2024-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.6,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,626340000.0
2024-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.6,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,626340000.0
2024-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.6,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,626340000.0
2024-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,626340000.0
2024-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,626340000.0
2024-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,626340000.0
2024-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,626340000.0
2024-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,626340000.0
2024-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,626340000.0
2024-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,626340000.0
2024-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,626340000.0
2024-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,626340000.0
2024-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,626340000.0
2024-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,626340000.0
2024-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,626340000.0
2024-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,626340000.0
2024-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,626340000.0
2024-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,626340000.0
2024-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.46,0.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,626340000.0
2024-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.46,0.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,626340000.0
2024-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.46,0.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5300000000000002,626340000.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.46,0.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,626340000.0
2024-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.46,0.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,626340000.0
2024-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.46,0.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,626340000.0
2024-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.46,0.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,626340000.0
2024-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.46,0.71,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5700000000000003,626340000.0
2024-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.51,0.71,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,626340000.0
2024-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,626340000.0
2024-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,626340000.0
2024-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,626340000.0
2024-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,626340000.0
2024-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,626340000.0
2024-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,626340000.0
2024-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,626340000.0
2024-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,626340000.0
2024-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,626340000.0
2024-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,626340000.0
2024-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,626340000.0
2024-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,626340000.0
2024-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,626340000.0
2024-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,626340000.0
2024-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.51,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,626340000.0
2024-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,626340000.0
2024-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,626340000.0
2024-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,626340000.0
2024-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,626340000.0
2024-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,626340000.0
2024-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,626340000.0
2024-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,626340000.0
2024-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,626340000.0
2024-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,626340000.0
2024-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,626340000.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,626340000.0
2024-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,626340000.0
2024-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,626340000.0
2024-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7000000000000002,626340000.0
2024-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7000000000000002,626340000.0
2024-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7000000000000002,626340000.0
2024-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.49,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,626340000.0
2024-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.49,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,626340000.0
2024-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.49,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,626340000.0
2024-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.49,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,626340000.0
2024-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.49,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,626340000.0
2024-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,626340000.0
2024-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,626340000.0
2024-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,626340000.0
2024-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,626340000.0
2024-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,626340000.0
2024-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,626340000.0
2024-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,626340000.0
2024-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,626340000.0
2024-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,626340000.0
2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,626340000.0
2024-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,626340000.0
2024-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,626340000.0
2024-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,626340000.0
2024-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,626340000.0
2024-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,626340000.0
2024-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,626340000.0
