,-unknown-,<05,<1,<2,<5,>=5,FR,GB,Market_capitalization,NL,US,Total
2023-10-16,0.0,False,False,False,True,False,0.0,2.32,3580000000.0,0.0,0.72,3.04
2023-10-15,0.0,False,False,False,True,False,0.0,2.32,3580000000.0,0.0,0.72,3.04
2023-10-14,0.0,False,False,False,True,False,0.0,2.32,3580000000.0,0.0,0.72,3.04
2023-10-13,0.0,False,False,False,True,False,0.0,2.32,3580000000.0,0.0,0.72,3.04
2023-10-12,0.0,False,False,False,True,False,0.0,2.25,3580000000.0,0.0,0.72,2.9699999999999998
2023-10-11,0.0,False,False,False,True,False,0.0,2.25,3580000000.0,0.0,0.72,2.9699999999999998
2023-10-10,0.0,False,False,False,True,False,0.0,2.25,3580000000.0,0.0,0.72,2.9699999999999998
2023-10-09,0.0,False,False,False,True,False,0.0,1.72,3580000000.0,0.0,0.72,2.44
2023-10-08,0.0,False,False,False,True,False,0.0,1.72,3580000000.0,0.0,0.72,2.44
2023-10-07,0.0,False,False,False,True,False,0.0,1.72,3580000000.0,0.0,0.72,2.44
2023-10-06,0.0,False,False,False,True,False,0.0,1.72,3580000000.0,0.0,0.72,2.44
2023-10-05,0.0,False,False,False,True,False,0.0,1.72,3580000000.0,0.0,0.72,2.44
2023-10-04,0.0,False,False,True,False,False,0.0,1.11,3580000000.0,0.0,0.72,1.83
2023-10-03,0.0,False,False,True,False,False,0.0,1.11,3580000000.0,0.0,0.72,1.83
2023-10-02,0.0,False,False,True,False,False,0.0,1.11,3580000000.0,0.0,0.72,1.83
2023-10-01,0.0,False,False,True,False,False,0.0,1.11,3580000000.0,0.0,0.72,1.83
2023-09-30,0.0,False,False,True,False,False,0.0,1.11,3580000000.0,0.0,0.72,1.83
2023-09-29,0.0,False,False,True,False,False,0.0,1.11,3580000000.0,0.0,0.72,1.83
2023-09-28,0.0,False,False,True,False,False,0.0,1.11,3580000000.0,0.0,0.72,1.83
2023-09-27,0.0,False,False,True,False,False,0.0,1.11,3580000000.0,0.0,0.72,1.83
2023-09-26,0.0,False,False,True,False,False,0.0,1.11,3580000000.0,0.0,0.72,1.83
2023-09-25,0.0,False,False,True,False,False,0.0,1.11,3580000000.0,0.0,0.72,1.83
2023-09-24,0.0,False,False,True,False,False,0.0,1.11,3580000000.0,0.0,0.69,1.8
2023-09-23,0.0,False,False,True,False,False,0.0,1.11,3580000000.0,0.0,0.69,1.8
2023-09-22,0.0,False,False,True,False,False,0.0,1.11,3580000000.0,0.0,0.69,1.8
2023-09-21,0.0,False,False,True,False,False,0.0,1.11,3580000000.0,0.0,0.69,1.8
2023-09-20,0.0,False,False,True,False,False,0.0,1.11,3580000000.0,0.0,0.69,1.8
2023-09-19,0.0,False,False,True,False,False,0.0,1.11,3580000000.0,0.0,0.69,1.8
2023-09-18,0.0,False,False,True,False,False,0.0,1.11,3580000000.0,0.0,0.7,1.81
2023-09-17,0.0,False,False,True,False,False,0.0,1.02,3580000000.0,0.0,0.67,1.69
2023-09-16,0.0,False,False,True,False,False,0.0,1.02,3580000000.0,0.0,0.67,1.69
2023-09-15,0.0,False,False,True,False,False,0.0,1.02,3580000000.0,0.0,0.67,1.69
2023-09-14,0.0,False,False,True,False,False,0.0,1.02,3580000000.0,0.0,0.7,1.72
2023-09-13,0.0,False,False,True,False,False,0.0,1.02,3580000000.0,0.0,0.6,1.62
2023-09-12,0.0,False,False,True,False,False,0.0,1.02,3580000000.0,0.0,0.6,1.62
2023-09-11,0.0,False,False,True,False,False,0.0,1.02,3580000000.0,0.0,0.6,1.62
2023-09-10,0.0,False,False,True,False,False,0.0,1.02,3580000000.0,0.0,0.6,1.62
2023-09-09,0.0,False,False,True,False,False,0.0,1.02,3580000000.0,0.0,0.6,1.62
2023-09-08,0.0,False,False,True,False,False,0.0,1.02,3580000000.0,0.0,0.6,1.62
2023-09-07,0.0,False,False,True,False,False,0.0,1.02,3580000000.0,0.0,0.6,1.62
2023-09-06,0.0,False,False,True,False,False,0.0,1.02,3580000000.0,0.0,0.6,1.62
2023-09-05,0.0,False,False,True,False,False,0.0,1.02,3580000000.0,0.0,0.6,1.62
2023-09-04,0.0,False,False,True,False,False,0.0,1.02,3580000000.0,0.0,0.6,1.62
2023-09-03,0.0,False,False,True,False,False,0.0,1.02,3580000000.0,0.0,0.6,1.62
2023-09-02,0.0,False,False,True,False,False,0.0,1.02,3580000000.0,0.0,0.6,1.62
2023-09-01,0.0,False,False,True,False,False,0.0,1.02,3580000000.0,0.0,0.6,1.62
2023-08-31,0.0,False,False,True,False,False,0.0,0.92,3580000000.0,0.0,0.6,1.52
2023-08-30,0.0,False,False,True,False,False,0.0,0.92,3580000000.0,0.0,0.6,1.52
2023-08-29,0.0,False,False,True,False,False,0.0,0.92,3580000000.0,0.0,0.6,1.52
2023-08-28,0.0,False,False,True,False,False,0.0,0.92,3580000000.0,0.0,0.6,1.52
2023-08-27,0.0,False,False,True,False,False,0.0,0.92,3580000000.0,0.0,0.6,1.52
2023-08-26,0.0,False,False,True,False,False,0.0,0.92,3580000000.0,0.0,0.6,1.52
2023-08-25,0.0,False,False,True,False,False,0.0,0.92,3580000000.0,0.0,0.6,1.52
2023-08-24,0.0,False,False,True,False,False,0.0,0.92,3580000000.0,0.0,0.6,1.52
2023-08-23,0.0,False,False,True,False,False,0.0,0.92,3580000000.0,0.0,0.6,1.52
2023-08-22,0.0,False,False,True,False,False,0.0,0.92,3580000000.0,0.0,0.53,1.4500000000000002
2023-08-21,0.0,False,False,False,True,False,0.0,1.54,3580000000.0,0.0,0.53,2.0700000000000003
2023-08-20,0.0,False,False,False,True,False,0.0,1.54,3580000000.0,0.0,0.53,2.0700000000000003
2023-08-19,0.79,False,False,False,True,False,0.0,1.54,3580000000.0,0.0,1.04,3.37
2023-08-18,0.79,False,False,False,True,False,0.0,1.54,3580000000.0,0.0,2.05,4.38
2023-08-17,0.79,False,False,False,False,True,0.0,1.54,3580000000.0,0.57,2.78,5.68
2023-08-16,0.79,False,False,False,False,True,0.0,1.54,3580000000.0,0.57,2.84,5.74
2023-08-15,0.79,False,False,False,False,True,0.0,1.54,3580000000.0,0.57,2.84,5.74
2023-08-14,0.79,False,False,False,False,True,0.0,1.54,3580000000.0,0.57,2.84,5.74
2023-08-13,0.79,False,False,False,False,True,0.0,1.54,3580000000.0,0.57,2.84,5.74
2023-08-12,0.79,False,False,False,False,True,0.0,2.06,3580000000.0,0.57,2.84,6.26
2023-08-11,0.79,False,False,False,False,True,0.0,2.06,3580000000.0,0.57,2.84,6.26
2023-08-10,0.79,False,False,False,False,True,0.0,2.06,3580000000.0,0.57,2.84,6.26
2023-08-09,0.79,False,False,False,False,True,0.0,2.06,3580000000.0,0.57,2.84,6.26
2023-08-08,0.79,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.84,6.22
2023-08-07,0.79,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.84,6.22
2023-08-06,0.79,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.84,6.22
2023-08-05,0.79,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.84,6.22
2023-08-04,0.79,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.84,6.22
2023-08-03,0.79,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.84,6.22
2023-08-02,0.79,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.84,6.22
2023-08-01,0.79,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.84,6.22
2023-07-31,0.79,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.84,6.22
2023-07-30,0.79,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.84,6.22
2023-07-29,0.79,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.84,6.22
2023-07-28,0.79,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.84,6.22
2023-07-27,0.79,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.84,6.22
2023-07-26,0.79,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.74,6.12
2023-07-25,0.79,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.74,6.12
2023-07-24,1.38,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.74,6.71
2023-07-23,1.38,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.74,6.71
2023-07-22,1.38,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.74,6.71
2023-07-21,1.38,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.74,6.71
2023-07-20,1.38,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.74,6.71
2023-07-19,1.38,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.74,6.71
2023-07-18,1.38,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.84,6.81
2023-07-17,1.38,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.84,6.81
2023-07-16,1.38,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.84,6.81
2023-07-15,1.38,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.84,6.81
2023-07-14,1.38,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.84,6.81
2023-07-13,1.38,False,False,False,False,True,0.0,2.02,3580000000.0,0.57,2.84,6.81
2023-07-12,1.38,False,False,False,False,True,0.0,2.13,3580000000.0,0.57,2.84,6.92
2023-07-11,1.38,False,False,False,False,True,0.0,2.13,3580000000.0,0.57,2.84,6.92
2023-07-10,1.38,False,False,False,False,True,0.0,2.13,3580000000.0,0.57,2.84,6.92
2023-07-09,1.38,False,False,False,False,True,0.0,2.13,3580000000.0,0.57,2.84,6.92
2023-07-08,1.38,False,False,False,False,True,0.0,2.13,3580000000.0,0.57,2.84,6.92
2023-07-07,1.38,False,False,False,False,True,0.0,2.13,3580000000.0,0.57,2.84,6.92
2023-07-06,1.38,False,False,False,False,True,0.0,2.13,3580000000.0,0.57,2.84,6.92
2023-07-05,1.38,False,False,False,False,True,0.0,2.13,3580000000.0,0.57,2.84,6.92
2023-07-04,1.38,False,False,False,False,True,0.0,2.13,3580000000.0,0.57,2.84,6.92
2023-07-03,1.38,False,False,False,False,True,0.0,2.13,3580000000.0,0.57,2.84,6.92
2023-07-02,1.38,False,False,False,False,True,0.0,2.23,3580000000.0,0.57,2.84,7.02
2023-07-01,1.38,False,False,False,False,True,0.0,2.23,3580000000.0,0.57,2.84,7.02
2023-06-30,1.38,False,False,False,False,True,0.0,2.23,3580000000.0,0.57,2.84,7.02
2023-06-29,1.38,False,False,False,False,True,0.0,2.23,3580000000.0,0.57,2.84,7.02
2023-06-28,1.38,False,False,False,False,True,0.0,2.23,3580000000.0,0.57,2.84,7.02
2023-06-27,1.38,False,False,False,False,True,0.0,2.23,3580000000.0,0.57,2.85,7.029999999999999
2023-06-26,1.38,False,False,False,False,True,0.0,2.23,3580000000.0,0.57,2.75,6.93
2023-06-25,1.38,False,False,False,False,True,0.0,2.23,3580000000.0,0.57,2.75,6.93
2023-06-24,1.38,False,False,False,False,True,0.0,2.23,3580000000.0,0.57,2.75,6.93
2023-06-23,1.38,False,False,False,False,True,0.0,2.23,3580000000.0,0.57,2.75,6.93
2023-06-22,1.38,False,False,False,False,True,0.0,2.23,3580000000.0,0.57,2.75,6.93
2023-06-21,1.38,False,False,False,False,True,0.0,2.23,3580000000.0,0.57,2.75,6.93
2023-06-20,1.38,False,False,False,False,True,0.0,2.23,3580000000.0,0.57,2.75,6.93
2023-06-19,1.38,False,False,False,False,True,0.0,2.23,3580000000.0,0.57,2.75,6.93
2023-06-18,1.38,False,False,False,False,True,0.0,2.23,3580000000.0,0.57,2.75,6.93
2023-06-17,1.38,False,False,False,False,True,0.0,2.23,3580000000.0,0.57,2.75,6.93
2023-06-16,1.38,False,False,False,False,True,0.0,2.23,3580000000.0,0.57,2.75,6.93
2023-06-15,1.38,False,False,False,False,True,0.0,2.23,3580000000.0,0.57,2.75,6.93
2023-06-14,1.38,False,False,False,False,True,0.0,2.23,3580000000.0,0.57,2.7,6.88
2023-06-13,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.7,5.789999999999999
2023-06-12,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.7,5.789999999999999
2023-06-11,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.75,5.84
2023-06-10,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.75,5.84
2023-06-09,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.75,5.84
2023-06-08,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.75,5.84
2023-06-07,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.75,5.84
2023-06-06,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.75,5.84
2023-06-05,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.75,5.84
2023-06-04,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.75,5.84
2023-06-03,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.75,5.84
2023-06-02,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.75,5.84
2023-06-01,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.75,5.84
2023-05-31,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.75,5.84
2023-05-30,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.75,5.84
2023-05-29,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.75,5.84
2023-05-28,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.75,5.84
2023-05-27,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.75,5.84
2023-05-26,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.75,5.84
2023-05-25,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.75,5.84
2023-05-24,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.75,5.84
2023-05-23,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.25,5.34
2023-05-22,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.25,5.34
2023-05-21,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.25,5.34
2023-05-20,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.25,5.34
2023-05-19,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.25,5.34
2023-05-18,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.25,5.34
2023-05-17,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.25,5.34
2023-05-16,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.25,5.34
2023-05-15,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.25,5.34
2023-05-14,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.25,5.34
2023-05-13,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.25,5.34
2023-05-12,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.25,5.34
2023-05-11,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.25,5.34
2023-05-10,1.38,False,False,False,False,True,0.0,1.14,3580000000.0,0.57,2.25,5.34
